Movie_ID,Year,Name,User_ID,Rating
28,2002,Lilo and Stitch,266421,4
28,2002,Lilo and Stitch,1432772,4
28,2002,Lilo and Stitch,554383,3
28,2002,Lilo and Stitch,366813,3
28,2002,Lilo and Stitch,1333576,2
28,2002,Lilo and Stitch,998688,4
28,2002,Lilo and Stitch,251390,4
28,2002,Lilo and Stitch,2148744,3
28,2002,Lilo and Stitch,2449245,5
28,2002,Lilo and Stitch,2166800,1
28,2002,Lilo and Stitch,2536114,5
28,2002,Lilo and Stitch,908540,5
28,2002,Lilo and Stitch,2368242,4
28,2002,Lilo and Stitch,1670521,4
28,2002,Lilo and Stitch,2102947,5
28,2002,Lilo and Stitch,1007769,5
28,2002,Lilo and Stitch,211233,3
28,2002,Lilo and Stitch,1530118,3
28,2002,Lilo and Stitch,2261800,4
28,2002,Lilo and Stitch,2522148,4
28,2002,Lilo and Stitch,836517,3
28,2002,Lilo and Stitch,2340119,3
28,2002,Lilo and Stitch,638155,5
28,2002,Lilo and Stitch,421838,2
28,2002,Lilo and Stitch,917920,3
28,2002,Lilo and Stitch,864012,3
28,2002,Lilo and Stitch,62512,3
28,2002,Lilo and Stitch,123846,5
28,2002,Lilo and Stitch,219888,5
28,2002,Lilo and Stitch,721771,4
28,2002,Lilo and Stitch,272331,3
28,2002,Lilo and Stitch,2592591,3
28,2002,Lilo and Stitch,1618560,4
28,2002,Lilo and Stitch,1904406,5
28,2002,Lilo and Stitch,1904406,5
28,2002,Lilo and Stitch,1444666,5
28,2002,Lilo and Stitch,2565773,5
28,2002,Lilo and Stitch,1488400,3
28,2002,Lilo and Stitch,1708823,3
28,2002,Lilo and Stitch,618579,5
28,2002,Lilo and Stitch,2292382,4
28,2002,Lilo and Stitch,1515355,5
28,2002,Lilo and Stitch,113055,5
28,2002,Lilo and Stitch,152858,4
28,2002,Lilo and Stitch,1766371,5
28,2002,Lilo and Stitch,23830,5
28,2002,Lilo and Stitch,2192930,4
28,2002,Lilo and Stitch,1029342,4
30,2003,Somethings Gotta Give,727449,3
30,2003,Somethings Gotta Give,1079618,3
30,2003,Somethings Gotta Give,1316682,4
30,2003,Somethings Gotta Give,1089070,4
30,2003,Somethings Gotta Give,2288531,3
30,2003,Somethings Gotta Give,2107940,3
30,2003,Somethings Gotta Give,942301,3
30,2003,Somethings Gotta Give,966255,3
30,2003,Somethings Gotta Give,1751225,4
30,2003,Somethings Gotta Give,869277,3
30,2003,Somethings Gotta Give,1763788,3
30,2003,Somethings Gotta Give,687416,3
30,2003,Somethings Gotta Give,2052671,2
30,2003,Somethings Gotta Give,1054626,4
30,2003,Somethings Gotta Give,1945476,4
30,2003,Somethings Gotta Give,2429078,2
30,2003,Somethings Gotta Give,2334607,4
30,2003,Somethings Gotta Give,1843338,3
30,2003,Somethings Gotta Give,235952,4
30,2003,Somethings Gotta Give,1351545,4
30,2003,Somethings Gotta Give,1045388,4
30,2003,Somethings Gotta Give,128941,4
30,2003,Somethings Gotta Give,451966,4
30,2003,Somethings Gotta Give,2395610,4
30,2003,Somethings Gotta Give,238188,5
30,2003,Somethings Gotta Give,699181,5
30,2003,Somethings Gotta Give,629014,3
30,2003,Somethings Gotta Give,836062,1
30,2003,Somethings Gotta Give,1921342,3
30,2003,Somethings Gotta Give,864172,5
30,2003,Somethings Gotta Give,2061336,4
30,2003,Somethings Gotta Give,1978652,5
30,2003,Somethings Gotta Give,454519,3
30,2003,Somethings Gotta Give,259041,5
30,2003,Somethings Gotta Give,703449,4
30,2003,Somethings Gotta Give,1644216,4
30,2003,Somethings Gotta Give,2041771,2
30,2003,Somethings Gotta Give,545431,3
30,2003,Somethings Gotta Give,1360653,3
30,2003,Somethings Gotta Give,2191176,5
30,2003,Somethings Gotta Give,2383194,3
30,2003,Somethings Gotta Give,1288745,3
30,2003,Somethings Gotta Give,1327446,3
30,2003,Somethings Gotta Give,1717288,5
30,2003,Somethings Gotta Give,1750489,4
30,2003,Somethings Gotta Give,2236981,4
30,2003,Somethings Gotta Give,734603,3
30,2003,Somethings Gotta Give,2428083,5
30,2003,Somethings Gotta Give,1395872,4
30,2003,Somethings Gotta Give,222433,4
30,2003,Somethings Gotta Give,530902,5
30,2003,Somethings Gotta Give,2631246,3
30,2003,Somethings Gotta Give,1675869,5
30,2003,Somethings Gotta Give,1184861,4
30,2003,Somethings Gotta Give,1264355,5
30,2003,Somethings Gotta Give,487254,3
30,2003,Somethings Gotta Give,1389967,3
30,2003,Somethings Gotta Give,1426516,3
30,2003,Somethings Gotta Give,1541408,4
30,2003,Somethings Gotta Give,2637976,5
30,2003,Somethings Gotta Give,957170,5
30,2003,Somethings Gotta Give,807694,4
30,2003,Somethings Gotta Give,2392084,3
30,2003,Somethings Gotta Give,2568738,4
30,2003,Somethings Gotta Give,1078630,3
30,2003,Somethings Gotta Give,1616899,3
30,2003,Somethings Gotta Give,493920,2
30,2003,Somethings Gotta Give,140498,2
30,2003,Somethings Gotta Give,1959996,4
30,2003,Somethings Gotta Give,1895645,2
30,2003,Somethings Gotta Give,2046777,2
30,2003,Somethings Gotta Give,2064713,5
30,2003,Somethings Gotta Give,949044,5
30,2003,Somethings Gotta Give,1715879,4
30,2003,Somethings Gotta Give,1898118,4
30,2003,Somethings Gotta Give,2414511,3
30,2003,Somethings Gotta Give,1028097,4
30,2003,Somethings Gotta Give,1398928,2
30,2003,Somethings Gotta Give,151591,5
30,2003,Somethings Gotta Give,344411,5
30,2003,Somethings Gotta Give,2354963,3
30,2003,Somethings Gotta Give,2319800,4
30,2003,Somethings Gotta Give,1029625,3
30,2003,Somethings Gotta Give,541048,4
30,2003,Somethings Gotta Give,1995998,4
30,2003,Somethings Gotta Give,172908,1
30,2003,Somethings Gotta Give,1628211,4
30,2003,Somethings Gotta Give,1120003,3
30,2003,Somethings Gotta Give,1833677,3
30,2003,Somethings Gotta Give,649153,5
30,2003,Somethings Gotta Give,1241893,5
30,2003,Somethings Gotta Give,751254,4
30,2003,Somethings Gotta Give,2552047,5
30,2003,Somethings Gotta Give,1515249,4
30,2003,Somethings Gotta Give,784920,4
30,2003,Somethings Gotta Give,202909,3
30,2003,Somethings Gotta Give,2012947,3
30,2003,Somethings Gotta Give,2492463,4
30,2003,Somethings Gotta Give,1293458,3
30,2003,Somethings Gotta Give,228225,3
30,2003,Somethings Gotta Give,465497,4
30,2003,Somethings Gotta Give,26334,3
30,2003,Somethings Gotta Give,1924828,5
30,2003,Somethings Gotta Give,1079056,4
30,2003,Somethings Gotta Give,2068698,5
30,2003,Somethings Gotta Give,1866209,3
30,2003,Somethings Gotta Give,1370695,3
30,2003,Somethings Gotta Give,2025279,5
30,2003,Somethings Gotta Give,1334936,3
30,2003,Somethings Gotta Give,319934,3
30,2003,Somethings Gotta Give,2280944,4
30,2003,Somethings Gotta Give,2446344,3
30,2003,Somethings Gotta Give,2086041,4
30,2003,Somethings Gotta Give,117304,3
30,2003,Somethings Gotta Give,2418036,2
30,2003,Somethings Gotta Give,1537945,4
30,2003,Somethings Gotta Give,2114796,4
30,2003,Somethings Gotta Give,2031961,4
30,2003,Somethings Gotta Give,2601146,4
30,2003,Somethings Gotta Give,483969,3
30,2003,Somethings Gotta Give,704153,5
30,2003,Somethings Gotta Give,894205,3
30,2003,Somethings Gotta Give,969880,4
30,2003,Somethings Gotta Give,1310047,5
30,2003,Somethings Gotta Give,997240,3
30,2003,Somethings Gotta Give,558600,2
30,2003,Somethings Gotta Give,1803664,4
30,2003,Somethings Gotta Give,1618998,4
30,2003,Somethings Gotta Give,709160,3
30,2003,Somethings Gotta Give,2185704,4
30,2003,Somethings Gotta Give,614278,4
30,2003,Somethings Gotta Give,1143048,3
30,2003,Somethings Gotta Give,971333,3
30,2003,Somethings Gotta Give,2472066,4
30,2003,Somethings Gotta Give,1395781,4
30,2003,Somethings Gotta Give,290696,5
30,2003,Somethings Gotta Give,2409337,4
30,2003,Somethings Gotta Give,1180278,4
30,2003,Somethings Gotta Give,1003672,4
30,2003,Somethings Gotta Give,543895,3
30,2003,Somethings Gotta Give,139006,2
30,2003,Somethings Gotta Give,778627,4
30,2003,Somethings Gotta Give,1604029,4
30,2003,Somethings Gotta Give,2128867,2
30,2003,Somethings Gotta Give,113926,4
30,2003,Somethings Gotta Give,1756467,3
30,2003,Somethings Gotta Give,2342887,2
30,2003,Somethings Gotta Give,1872120,5
30,2003,Somethings Gotta Give,992346,4
30,2003,Somethings Gotta Give,1459910,3
30,2003,Somethings Gotta Give,450138,4
30,2003,Somethings Gotta Give,2044427,4
30,2003,Somethings Gotta Give,1006266,3
30,2003,Somethings Gotta Give,1769327,5
30,2003,Somethings Gotta Give,1686464,3
30,2003,Somethings Gotta Give,327808,3
30,2003,Somethings Gotta Give,491262,4
30,2003,Somethings Gotta Give,1475441,5
30,2003,Somethings Gotta Give,204421,3
30,2003,Somethings Gotta Give,1245932,4
30,2003,Somethings Gotta Give,2509125,3
30,2003,Somethings Gotta Give,729229,4
30,2003,Somethings Gotta Give,791177,4
30,2003,Somethings Gotta Give,2124794,4
30,2003,Somethings Gotta Give,1724905,4
30,2003,Somethings Gotta Give,1002688,2
30,2003,Somethings Gotta Give,2378876,2
30,2003,Somethings Gotta Give,571119,5
30,2003,Somethings Gotta Give,2245898,3
30,2003,Somethings Gotta Give,2506790,3
30,2003,Somethings Gotta Give,1572716,5
30,2003,Somethings Gotta Give,30324,3
30,2003,Somethings Gotta Give,1384790,5
30,2003,Somethings Gotta Give,1082734,1
30,2003,Somethings Gotta Give,68118,4
30,2003,Somethings Gotta Give,1963223,4
30,2003,Somethings Gotta Give,239178,2
30,2003,Somethings Gotta Give,1710291,5
30,2003,Somethings Gotta Give,588335,3
30,2003,Somethings Gotta Give,1194156,4
30,2003,Somethings Gotta Give,1455597,4
30,2003,Somethings Gotta Give,432830,3
30,2003,Somethings Gotta Give,2295321,4
30,2003,Somethings Gotta Give,1738952,3
30,2003,Somethings Gotta Give,1741698,3
30,2003,Somethings Gotta Give,1904581,3
30,2003,Somethings Gotta Give,1590771,4
30,2003,Somethings Gotta Give,1275703,4
30,2003,Somethings Gotta Give,2162886,4
30,2003,Somethings Gotta Give,664475,4
30,2003,Somethings Gotta Give,2504063,3
30,2003,Somethings Gotta Give,21607,5
30,2003,Somethings Gotta Give,2430742,4
30,2003,Somethings Gotta Give,2082452,4
30,2003,Somethings Gotta Give,774251,3
30,2003,Somethings Gotta Give,1335814,3
32,2004,ABC Primetime Mel Gibsons The Passion of the Christ,1939431,5
32,2004,ABC Primetime Mel Gibsons The Passion of the Christ,901459,5
32,2004,ABC Primetime Mel Gibsons The Passion of the Christ,53558,4
32,2004,ABC Primetime Mel Gibsons The Passion of the Christ,2282961,4
33,2000,Aqua Teen Hunger Force Vol 1,1866600,5
33,2000,Aqua Teen Hunger Force Vol 1,1114786,4
33,2000,Aqua Teen Hunger Force Vol 1,2631480,3
33,2000,Aqua Teen Hunger Force Vol 1,253559,5
33,2000,Aqua Teen Hunger Force Vol 1,2053393,4
33,2000,Aqua Teen Hunger Force Vol 1,1104800,5
33,2000,Aqua Teen Hunger Force Vol 1,1451817,5
33,2000,Aqua Teen Hunger Force Vol 1,1396618,5
44,1996,Spitfire Grill,2087224,4
44,1996,Spitfire Grill,1620201,2
44,1996,Spitfire Grill,1026246,4
44,1996,Spitfire Grill,2037542,5
44,1996,Spitfire Grill,2625471,3
44,1996,Spitfire Grill,1629574,3
44,1996,Spitfire Grill,26124,3
44,1996,Spitfire Grill,1692661,5
44,1996,Spitfire Grill,455898,4
44,1996,Spitfire Grill,171864,4
44,1996,Spitfire Grill,1802059,1
44,1996,Spitfire Grill,1233297,3
44,1996,Spitfire Grill,1467523,3
44,1996,Spitfire Grill,120978,5
44,1996,Spitfire Grill,120978,5
44,1996,Spitfire Grill,1400085,3
45,1999,The Love Letter,1163415,3
45,1999,The Love Letter,830971,3
45,1999,The Love Letter,2439493,1
45,1999,The Love Letter,2486367,2
45,1999,The Love Letter,2424335,3
45,1999,The Love Letter,1816884,1
45,1999,The Love Letter,477466,3
46,1964,Rudolph the RedNosed Reindeer,1675063,4
46,1964,Rudolph the RedNosed Reindeer,397872,4
46,1964,Rudolph the RedNosed Reindeer,934213,4
46,1964,Rudolph the RedNosed Reindeer,680148,4
46,1964,Rudolph the RedNosed Reindeer,2407186,5
46,1964,Rudolph the RedNosed Reindeer,2336079,5
46,1964,Rudolph the RedNosed Reindeer,1547806,5
46,1964,Rudolph the RedNosed Reindeer,117347,4
46,1964,Rudolph the RedNosed Reindeer,985172,5
46,1964,Rudolph the RedNosed Reindeer,540404,5
46,1964,Rudolph the RedNosed Reindeer,817183,2
46,1964,Rudolph the RedNosed Reindeer,542323,3
46,1964,Rudolph the RedNosed Reindeer,743076,4
46,1964,Rudolph the RedNosed Reindeer,1155825,4
46,1964,Rudolph the RedNosed Reindeer,2290314,4
46,1964,Rudolph the RedNosed Reindeer,85071,5
46,1964,Rudolph the RedNosed Reindeer,921684,2
46,1964,Rudolph the RedNosed Reindeer,456230,3
46,1964,Rudolph the RedNosed Reindeer,2611933,4
47,1952,The Bad and the Beautiful,532236,4
47,1952,The Bad and the Beautiful,2404693,4
47,1952,The Bad and the Beautiful,1632784,4
47,1952,The Bad and the Beautiful,613588,4
47,1952,The Bad and the Beautiful,2057113,4
47,1952,The Bad and the Beautiful,806605,1
47,1952,The Bad and the Beautiful,936746,4
47,1952,The Bad and the Beautiful,1442124,3
47,1952,The Bad and the Beautiful,2376301,4
47,1952,The Bad and the Beautiful,310027,5
47,1952,The Bad and the Beautiful,2229831,4
48,2001,Justice League,641719,5
48,2001,Justice League,972394,3
48,2001,Justice League,406841,3
48,2001,Justice League,1450015,4
48,2001,Justice League,105019,5
52,2002,The Weather Underground,1951741,3
52,2002,The Weather Underground,178534,5
52,2002,The Weather Underground,2459707,3
52,2002,The Weather Underground,2278649,4
52,2002,The Weather Underground,122851,5
52,2002,The Weather Underground,1178619,4
52,2002,The Weather Underground,2367019,3
52,2002,The Weather Underground,1609686,5
52,2002,The Weather Underground,1282472,4
52,2002,The Weather Underground,2345723,3
52,2002,The Weather Underground,421710,3
52,2002,The Weather Underground,1425899,2
52,2002,The Weather Underground,185372,4
55,1995,Jade,1904628,3
55,1995,Jade,1204685,1
55,1995,Jade,1982129,3
55,1995,Jade,1218368,2
55,1995,Jade,511847,2
55,1995,Jade,509065,5
56,2004,Carandiru,2461740,3
56,2004,Carandiru,1033393,1
57,1995,Richard III,1906808,5
57,1995,Richard III,712782,5
57,1995,Richard III,2157514,5
57,1995,Richard III,374380,5
57,1995,Richard III,158121,4
57,1995,Richard III,411615,2
57,1995,Richard III,1537983,5
57,1995,Richard III,2172710,3
58,1996,Dragonheart,447223,4
58,1996,Dragonheart,327179,4
58,1996,Dragonheart,71390,4
58,1996,Dragonheart,1249387,4
58,1996,Dragonheart,2529556,5
58,1996,Dragonheart,1305384,3
58,1996,Dragonheart,1977612,4
58,1996,Dragonheart,2615184,5
58,1996,Dragonheart,2609677,5
58,1996,Dragonheart,354023,3
58,1996,Dragonheart,1510091,3
58,1996,Dragonheart,1566773,5
58,1996,Dragonheart,529088,2
58,1996,Dragonheart,1536768,3
58,1996,Dragonheart,2632253,4
58,1996,Dragonheart,1653480,4
58,1996,Dragonheart,1846930,5
58,1996,Dragonheart,2351960,5
58,1996,Dragonheart,744631,4
58,1996,Dragonheart,1386841,4
58,1996,Dragonheart,2380592,4
58,1996,Dragonheart,2246050,2
58,1996,Dragonheart,1189060,3
58,1996,Dragonheart,1970161,5
58,1996,Dragonheart,1734630,3
58,1996,Dragonheart,1489043,5
58,1996,Dragonheart,918529,5
58,1996,Dragonheart,528560,3
58,1996,Dragonheart,623673,5
58,1996,Dragonheart,1369033,5
58,1996,Dragonheart,517454,2
58,1996,Dragonheart,1846348,3
58,1996,Dragonheart,359835,3
58,1996,Dragonheart,1337026,4
58,1996,Dragonheart,982586,2
58,1996,Dragonheart,1737191,3
58,1996,Dragonheart,800983,3
58,1996,Dragonheart,1582294,4
58,1996,Dragonheart,1800430,3
58,1996,Dragonheart,459060,3
58,1996,Dragonheart,1945298,1
58,1996,Dragonheart,2171187,5
58,1996,Dragonheart,2348479,2
58,1996,Dragonheart,1995910,3
58,1996,Dragonheart,1562946,3
58,1996,Dragonheart,598038,4
58,1996,Dragonheart,2449832,2
58,1996,Dragonheart,214125,3
58,1996,Dragonheart,562802,4
58,1996,Dragonheart,2211783,4
58,1996,Dragonheart,943416,3
68,2004,Invader Zim,183052,2
68,2004,Invader Zim,1561222,5
68,2004,Invader Zim,405997,5
68,2004,Invader Zim,303627,5
68,2004,Invader Zim,1461435,1
76,1952,I Love Lucy Season 2,1727342,5
76,1952,I Love Lucy Season 2,1806805,4
76,1952,I Love Lucy Season 2,653361,3
76,1952,I Love Lucy Season 2,1262003,4
76,1952,I Love Lucy Season 2,1820859,5
76,1952,I Love Lucy Season 2,1059194,5
76,1952,I Love Lucy Season 2,2446249,3
76,1952,I Love Lucy Season 2,53719,5
76,1952,I Love Lucy Season 2,823101,5
76,1952,I Love Lucy Season 2,2057165,5
76,1952,I Love Lucy Season 2,2273335,3
76,1952,I Love Lucy Season 2,1365170,3
76,1952,I Love Lucy Season 2,237784,4
77,1995,Congo,2611587,2
77,1995,Congo,1053149,3
77,1995,Congo,1902373,2
77,1995,Congo,1190334,2
77,1995,Congo,2635210,1
77,1995,Congo,2172463,1
77,1995,Congo,1719990,2
77,1995,Congo,2421394,1
77,1995,Congo,2616210,4
77,1995,Congo,1386900,4
77,1995,Congo,361886,1
77,1995,Congo,361719,2
77,1995,Congo,1102418,4
77,1995,Congo,243430,1
77,1995,Congo,1073367,4
77,1995,Congo,1466453,2
77,1995,Congo,282736,3
77,1995,Congo,1326360,1
77,1995,Congo,1556831,4
77,1995,Congo,491531,4
77,1995,Congo,2059141,3
77,1995,Congo,2351316,3
77,1995,Congo,393740,4
77,1995,Congo,1016509,3
77,1995,Congo,558243,5
77,1995,Congo,1272408,3
77,1995,Congo,477367,2
77,1995,Congo,219957,3
77,1995,Congo,2234417,3
77,1995,Congo,1375719,3
77,1995,Congo,933207,3
77,1995,Congo,1752348,2
77,1995,Congo,2522075,2
77,1995,Congo,952636,1
77,1995,Congo,462353,2
77,1995,Congo,2330786,2
77,1995,Congo,113411,3
77,1995,Congo,1604329,3
78,1996,Jingle All the Way,1114349,2
78,1996,Jingle All the Way,2641668,1
78,1996,Jingle All the Way,2595816,2
78,1996,Jingle All the Way,2117190,3
78,1996,Jingle All the Way,1970088,3
78,1996,Jingle All the Way,2222177,4
78,1996,Jingle All the Way,1697451,2
78,1996,Jingle All the Way,429260,3
78,1996,Jingle All the Way,699937,4
78,1996,Jingle All the Way,142817,1
79,1956,The Killing,2598730,5
79,1956,The Killing,2503103,5
79,1956,The Killing,1945493,2
79,1956,The Killing,2264259,4
79,1956,The Killing,2647661,4
79,1956,The Killing,535886,4
79,1956,The Killing,1179388,5
79,1956,The Killing,1231568,1
83,1983,Silkwood,2161899,4
83,1983,Silkwood,1169024,5
83,1983,Silkwood,1512329,4
83,1983,Silkwood,1789176,4
83,1983,Silkwood,494451,5
83,1983,Silkwood,1520095,2
83,1983,Silkwood,2513956,3
83,1983,Silkwood,1917523,5
83,1983,Silkwood,1801389,3
83,1983,Silkwood,2294968,1
83,1983,Silkwood,1921303,3
83,1983,Silkwood,2330910,3
83,1983,Silkwood,528472,4
83,1983,Silkwood,508461,4
83,1983,Silkwood,601147,4
83,1983,Silkwood,2613756,3
83,1983,Silkwood,1729469,4
83,1983,Silkwood,1800320,4
83,1983,Silkwood,1397103,3
83,1983,Silkwood,1972444,3
83,1983,Silkwood,1954597,4
83,1983,Silkwood,645873,4
83,1983,Silkwood,894330,4
83,1983,Silkwood,2227664,1
83,1983,Silkwood,1478444,3
83,1983,Silkwood,2537048,5
83,1983,Silkwood,19596,4
83,1983,Silkwood,2512589,4
83,1983,Silkwood,959968,4
83,1983,Silkwood,2275248,4
83,1983,Silkwood,2275248,4
83,1983,Silkwood,319935,4
83,1983,Silkwood,1249433,2
83,1983,Silkwood,1291392,3
83,1983,Silkwood,28581,4
83,1983,Silkwood,2427770,4
83,1983,Silkwood,2212698,3
83,1983,Silkwood,694798,4
83,1983,Silkwood,2538364,4
83,1983,Silkwood,1837233,5
83,1983,Silkwood,1658518,5
83,1983,Silkwood,1371238,5
83,1983,Silkwood,938764,3
83,1983,Silkwood,703416,4
83,1983,Silkwood,2111199,4
83,1983,Silkwood,767231,4
83,1983,Silkwood,2018247,5
83,1983,Silkwood,1747273,4
83,1983,Silkwood,2416168,2
83,1983,Silkwood,2198123,3
83,1983,Silkwood,1086448,4
84,2002,The Powerpuff Girls Movie,35887,2
84,2002,The Powerpuff Girls Movie,1273651,4
84,2002,The Powerpuff Girls Movie,2320097,2
84,2002,The Powerpuff Girls Movie,925091,2
84,2002,The Powerpuff Girls Movie,1653942,1
84,2002,The Powerpuff Girls Movie,1178805,2
84,2002,The Powerpuff Girls Movie,699210,2
97,2002,Mostly Martha,1242432,4
97,2002,Mostly Martha,1745368,4
97,2002,Mostly Martha,2477948,4
97,2002,Mostly Martha,1961875,2
97,2002,Mostly Martha,1630842,3
97,2002,Mostly Martha,277990,5
97,2002,Mostly Martha,725061,4
97,2002,Mostly Martha,711717,4
97,2002,Mostly Martha,1361362,5
97,2002,Mostly Martha,662514,5
97,2002,Mostly Martha,2020892,3
97,2002,Mostly Martha,2097496,4
97,2002,Mostly Martha,384462,4
97,2002,Mostly Martha,1054484,3
97,2002,Mostly Martha,349863,3
97,2002,Mostly Martha,1875743,4
97,2002,Mostly Martha,1084952,3
97,2002,Mostly Martha,211185,5
104,1965,The Great Race,2278738,4
104,1965,The Great Race,1520052,3
104,1965,The Great Race,2452906,5
104,1965,The Great Race,2260761,4
104,1965,The Great Race,2194079,3
104,1965,The Great Race,311286,2
104,1965,The Great Race,546751,4
104,1965,The Great Race,2072710,4
104,1965,The Great Race,2021524,5
108,2004,Spartan,2375761,5
108,2004,Spartan,481862,2
108,2004,Spartan,1792741,1
108,2004,Spartan,1455018,2
108,2004,Spartan,1153980,4
108,2004,Spartan,328433,3
108,2004,Spartan,1096479,3
108,2004,Spartan,2151105,4
108,2004,Spartan,1160858,4
108,2004,Spartan,2162729,4
108,2004,Spartan,757742,4
108,2004,Spartan,1111312,2
